Employee_ID,Name,Department,Role,Date_of_Joining,Salary,Gender,Age,Education_Level
43616,Mr. James Norris,Operations,Analyst,05-05-2025,68036,Unknown,34,PhD
43617,Robert Hill,HR,Executive,12-09-2017,97464,Unknown,53,Bachelors
43618,Jennifer Morrison,HR,Executive,27-10-2017,183186,Female,43,Bachelors
43619,Jessica Reid,Finance,Analyst,10-10-2016,149050,Male,22,PhD
43620,Catherine Mitchell,HR,Executive,22-07-2020,116525,Female,24,Masters
43621,Robert Collins,Sales,Manager,09-01-2023,135691,Male,30,PhD
43622,Daniel Adams,IT,Analyst,13-12-2020,110227,Unknown,38,PhD
43623,Katherine Baldwin,Operations,Manager,17-05-2022,77658,Female,33,Bachelors
43624,Leah Jennings,HR,Associate,20-06-2017,188715,Male,30,PhD
43625,Christie Landry,HR,Executive,24-09-2021,36592,Unknown,37,Bachelors
43626,Chris Bradley,Operations,Executive,03-01-2022,171855,Male,24,Bachelors
43627,Steven Berry,Operations,Analyst,08-02-2016,195617,Unknown,42,Bachelors
43628,Arthur Smith,Sales,Executive,25-03-2024,191749,Unknown,38,Masters
43629,Derek Ferguson,Marketing,Intern,30-04-2016,48749,Female,26,Masters
43630,Carol Leblanc,Marketing,Analyst,31-07-2017,182853,Unknown,52,Bachelors
43631,Dr. Gerald Patterson,Sales,Associate,06-10-2024,79041,Unknown,33,PhD
43632,Michaela Mayer,Marketing,Intern,06-05-2017,126111,Male,23,Masters
43633,Christopher Fuentes,Sales,Manager,05-11-2023,50915,Female,59,PhD
43634,Miss Diana Wilson,IT,Manager,05-04-2016,183781,Unknown,41,Masters
43635,Kevin Flowers,Marketing,Executive,16-11-2023,93777,Female,57,Bachelors
43636,Sandra Johnson,Finance,Analyst,18-06-2022,185523,Unknown,44,PhD
43637,Lisa Ramos,Sales,Executive,10-05-2021,169995,Unknown,30,Bachelors
43638,Rachel Kim,Sales,Analyst,30-01-2021,100275,Unknown,59,Bachelors
43639,Matthew Yu,Sales,Manager,20-11-2018,171564,Male,25,Bachelors
43640,Ashlee Stevens,HR,Analyst,16-08-2019,62176,Male,41,Bachelors
43641,Kristi Black,Operations,Analyst,07-10-2016,80329,Female,31,Bachelors
43642,Pamela Bennett,HR,Analyst,17-06-2020,184175,Male,31,Bachelors
43643,Lisa Christian,IT,Associate,11-09-2023,130165,Unknown,44,Bachelors
43644,Jennifer Jennings,HR,Intern,12-03-2018,195395,Female,39,Bachelors
43645,John Rodriguez,Sales,Intern,27-02-2017,121973,Male,38,Bachelors
43646,Michael Snyder,Sales,Analyst,21-04-2020,154808,Unknown,46,Bachelors
43647,Theresa Reynolds,Sales,Intern,25-05-2016,124128,Female,44,Masters
43648,Ms. Barbara Peterson,Sales,Manager,10-10-2021,65282,Male,35,Bachelors
43649,Vincent Madden,Sales,Intern,13-12-2015,193324,Male,27,Masters
43650,Stephanie Ritter,Marketing,Analyst,26-04-2024,100844,Unknown,33,PhD
43651,Lisa Dougherty,Finance,Manager,04-09-2016,108006,Male,25,Bachelors
43652,Courtney Hays,Sales,Manager,21-01-2020,36184,Male,25,Masters
43653,Amy Braun,Sales,Executive,18-11-2020,33043,Female,42,Bachelors
43654,David Lin,Marketing,Manager,04-12-2021,191203,Male,38,PhD
43655,Sarah Campbell,HR,Intern,16-09-2024,133766,Female,59,Bachelors
43656,Brandon Glover,Finance,Executive,07-08-2020,46352,Unknown,40,PhD
43657,Jacqueline Guzman,IT,Intern,01-07-2016,120405,Unknown,28,PhD
43658,Mary Moore,Sales,Intern,25-08-2016,163563,Female,44,Bachelors
43659,Jennifer Odom,Sales,Executive,23-04-2018,34078,Unknown,59,Bachelors
43660,Jocelyn Martinez,Sales,Manager,05-09-2018,148062,Female,27,Bachelors
43661,Scott Savage,Marketing,Manager,25-01-2025,190053,Female,43,PhD
43662,Elizabeth Marks,Sales,Associate,22-06-2019,185892,Female,34,PhD
43663,Marcus Bates,Sales,Executive,11-10-2025,90858,Male,50,Masters
43664,Marissa Roberts,Sales,Analyst,02-07-2025,113545,Male,58,Bachelors
43665,Mark Jones,Sales,Associate,31-07-2018,54728,Unknown,49,Bachelors
43666,Sabrina Bass,Sales,Manager,05-06-2017,193324,Male,35,PhD
43667,Emma Nelson,Operations,Manager,28-12-2018,187350,Unknown,39,Masters
43668,Ryan Gonzales,Operations,Associate,14-06-2022,93208,Female,46,Bachelors
43669,David Meyers,HR,Analyst,23-06-2016,131972,Unknown,56,Bachelors
43670,Deanna Thomas,HR,Analyst,16-01-2019,66411,Unknown,22,PhD
43671,Kimberly Harris,Marketing,Manager,09-11-2019,36845,Female,39,PhD
43672,Aaron Webb,Finance,Intern,28-11-2019,113861,Unknown,54,Bachelors
43673,Steve Nelson,Sales,Executive,09-06-2024,48424,Male,41,Bachelors
43674,Helen Snyder,Operations,Intern,15-11-2016,36982,Male,31,PhD
43675,Susan Hatfield,Finance,Analyst,07-07-2023,93486,Male,49,PhD
43676,Tracy Figueroa,Sales,Executive,04-10-2021,193324,Male,36,Bachelors
43677,Latoya Jackson,Operations,Intern,23-09-2025,63496,Female,58,Masters
43678,Theresa Hoover,Sales,Executive,07-09-2016,39689,Unknown,58,Bachelors
43679,Melanie Hill,Operations,Associate,19-12-2024,176081,Unknown,57,Masters
43680,Andrew Jimenez,IT,Executive,03-08-2021,106590,Male,32,Masters
43681,Brian Carroll,IT,Manager,10-03-2025,140417,Female,46,Bachelors
43682,Kelly Lopez,Operations,Associate,19-06-2025,158184,Unknown,49,PhD
43683,Amy Reese,HR,Associate,06-05-2024,139030,Unknown,59,Bachelors
43684,Paul Moore,Finance,Manager,30-07-2017,179278,Female,36,PhD
43685,James Frey,Sales,Intern,27-08-2025,140382,Unknown,49,PhD
43686,Amy Bradshaw,HR,Associate,20-01-2024,45942,Female,46,PhD
43687,Victoria Graves,Finance,Executive,19-03-2017,170258,Male,36,Bachelors
43688,Tammy Allen,HR,Manager,21-02-2018,140350,Female,26,Bachelors
43689,Alexis Smith,Finance,Manager,08-09-2020,108006,Male,47,Bachelors
43690,Amanda Johnson,Sales,Analyst,21-10-2018,58500,Unknown,38,Bachelors
43691,Justin Strong,Sales,Manager,04-11-2022,122679,Unknown,38,Bachelors
43692,Michael Tapia,Marketing,Manager,16-06-2025,156292,Male,30,Bachelors
43693,Jennifer Jones,Sales,Manager,15-11-2023,31463,Unknown,53,PhD
43694,Jorge Rivera,Sales,Manager,26-02-2023,186394,Female,23,Bachelors
43695,Whitney Ortiz,Operations,Intern,28-09-2022,113114,Male,30,Masters
43696,David Bowman,Sales,Analyst,19-01-2022,97399,Male,54,Masters
43697,Alexander Lee,Sales,Intern,30-09-2023,178325,Male,33,Bachelors
43698,Austin Anderson,Operations,Intern,14-07-2025,87637,Male,32,Masters
43699,David Daniel,Finance,Intern,07-03-2019,65380,Unknown,23,Bachelors
43700,Jesus Fisher,Operations,Intern,13-02-2019,94146,Male,30,Bachelors
43701,Robin Mitchell,Sales,Manager,23-10-2020,137628,Unknown,50,PhD
43702,Pamela Spencer,Operations,Analyst,22-06-2022,113330,Unknown,40,PhD
43703,Billy Keller,Finance,Associate,08-07-2024,44837,Male,27,Bachelors
43704,Frank Dominguez,Marketing,Associate,06-08-2019,47912,Male,57,PhD
43705,Peter Johnson,Sales,Intern,18-05-2025,133447,Male,24,Masters
43706,Jessica Berry,Marketing,Intern,16-11-2019,174864,Female,53,Bachelors
43707,Cynthia Cooper,Finance,Analyst,27-04-2023,141546,Unknown,31,Bachelors
43708,George Flores,IT,Intern,04-11-2015,39813,Male,50,Bachelors
43709,Elizabeth Miller,Sales,Associate,02-01-2019,91114,Unknown,46,Masters
43710,Angela Moore,HR,Analyst,22-05-2020,104709,Unknown,27,Masters
43711,Pamela Wilson,Sales,Intern,08-06-2018,86981,Female,26,Bachelors
43712,David Rodriguez,IT,Manager,03-11-2022,128171,Male,58,Bachelors
43713,David Morris,HR,Associate,27-11-2024,163399,Female,59,PhD
43714,Brian Ayala,Sales,Intern,04-01-2023,152832,Male,45,PhD
43715,Melanie Murphy,HR,Associate,09-02-2024,99039,Unknown,29,Masters
43716,Kathleen Rivera,HR,Manager,01-03-2022,156159,Female,32,Bachelors
43717,Casey Odom,Finance,Intern,01-02-2023,84294,Female,27,Bachelors
43718,Robyn Reilly,Sales,Analyst,27-11-2017,193324,Female,42,Bachelors
43719,Charles Reynolds,Sales,Manager,03-09-2022,139088,Unknown,25,Bachelors
43720,Michael Kelly,HR,Analyst,06-11-2019,46685,Female,51,Bachelors
43721,Carlos Ellis,Sales,Executive,22-07-2018,128234,Female,34,PhD
43722,Matthew David,HR,Manager,11-11-2024,162189,Female,53,Bachelors
43723,Matthew Lang,Finance,Manager,01-02-2017,180921,Unknown,37,Bachelors
43724,Mary Rivera,IT,Associate,23-11-2017,72987,Male,57,Bachelors
43725,Amber Wong,HR,Executive,29-10-2021,134055,Female,60,Bachelors
43726,Larry Valdez,IT,Executive,13-03-2021,65864,Female,50,PhD
43727,Jeffrey Brown,Finance,Analyst,09-02-2021,36123,Unknown,30,Masters
43728,Gail Brown,Marketing,Manager,07-01-2019,166012,Female,24,Masters
43729,Gary Hogan,Sales,Manager,19-03-2024,176796,Female,34,Bachelors
43730,Alyssa Stewart,Sales,Associate,05-03-2024,193324,Male,22,Bachelors
43731,Vanessa Campbell,HR,Associate,02-11-2024,57535,Female,24,Bachelors
43732,Melissa Hartman,HR,Executive,05-05-2024,57770,Unknown,29,PhD
43733,Melissa Eaton,Sales,Executive,11-05-2016,88145,Female,38,Masters
43734,Ethan Allen,Operations,Manager,16-10-2022,171362,Unknown,25,PhD
43735,Heidi Bailey,Sales,Executive,19-06-2018,175630,Male,39,Bachelors
43736,Matthew Montgomery,Operations,Intern,03-02-2016,56378,Unknown,24,Masters
43737,Sara Morales,Sales,Executive,01-09-2016,193324,Female,40,Bachelors
43738,Jennifer Calderon,Sales,Executive,05-12-2022,59359,Female,26,Masters
43739,Andrea Todd,Sales,Associate,06-04-2019,32817,Female,51,Bachelors
43740,John Berry,Sales,Executive,23-01-2023,80261,Male,45,PhD
43741,Kenneth Shaw,HR,Associate,09-05-2016,58524,Female,40,Masters
43742,Jeremy Ward,Sales,Manager,05-02-2023,34996,Male,47,Bachelors
43743,Sharon Riley,Sales,Associate,22-04-2018,190102,Male,43,Bachelors
43744,Keith Lopez,Marketing,Intern,08-12-2021,100833,Female,43,Masters
43745,Donald Gomez,Marketing,Intern,05-11-2022,120868,Female,60,Bachelors
43746,Richard Barnes,Marketing,Analyst,07-03-2017,55875,Male,52,Bachelors
43747,Devin White,HR,Analyst,07-11-2024,35000,Unknown,25,Bachelors
43748,Theresa Wheeler,Marketing,Intern,18-09-2020,36403,Male,38,PhD
43749,Seth Ramirez,Finance,Intern,10-06-2025,181609,Female,26,Bachelors
43750,Sean Foster,Marketing,Intern,05-01-2017,34896,Male,22,PhD
43751,Claudia Perez DDS,Sales,Intern,13-04-2020,114224,Female,22,Masters
43752,Krista Flowers,Sales,Executive,16-01-2022,84611,Unknown,55,Masters
43753,John Green,Sales,Analyst,03-02-2024,33779,Male,24,PhD
43754,Victoria Erickson,IT,Intern,18-02-2017,185964,Male,46,Masters
43755,Jamie Salazar,IT,Associate,02-05-2018,80101,Male,22,Bachelors
43756,John Elliott,IT,Analyst,31-01-2016,198569,Female,36,PhD
43757,Courtney Davis,Sales,Analyst,24-05-2020,195713,Male,41,Bachelors
43758,Kristina Avila,Sales,Intern,11-12-2017,116399,Unknown,37,PhD
43759,George Cunningham,IT,Analyst,02-01-2016,187230,Female,33,PhD
43760,James Taylor,Sales,Executive,29-01-2016,152955,Male,51,Bachelors
43761,Lauren Wells,Sales,Manager,12-07-2017,151731,Unknown,29,Masters
43762,Douglas Johnson,HR,Executive,19-07-2024,186196,Male,54,PhD
43763,Brenda Patel,Operations,Analyst,25-10-2020,135460,Male,25,Bachelors
43764,Carlos Johnson,Marketing,Manager,20-10-2020,161652,Unknown,36,Masters
43765,Emily Maynard,HR,Associate,26-02-2024,66411,Unknown,24,Bachelors
43766,Aaron Gutierrez,IT,Analyst,04-02-2017,173670,Female,33,Bachelors
43767,Heidi Burke,Sales,Intern,16-10-2016,133171,Unknown,23,Masters
43768,Bailey Greene,HR,Manager,09-06-2022,163570,Female,55,Bachelors
43769,Robert Sims,IT,Associate,26-11-2019,112948,Female,33,Bachelors
43770,Lori Taylor,Marketing,Analyst,21-10-2020,77292,Male,58,PhD
43771,Heather Parsons,Sales,Intern,04-09-2022,62914,Male,31,Masters
43772,Carolyn Bowen,Operations,Intern,18-04-2019,67588,Male,58,Masters
43773,Robert Garcia,Operations,Associate,04-12-2017,73762,Unknown,34,PhD
43774,Emily Reynolds,IT,Manager,17-11-2023,151931,Male,50,PhD
43775,Elizabeth Johnson,Sales,Analyst,09-07-2019,37339,Unknown,35,Masters
43776,Lauren Thompson,Operations,Associate,10-02-2025,134858,Male,46,Bachelors
43777,Christy Young,Sales,Analyst,16-10-2023,199138,Unknown,47,Bachelors
43778,Thomas Walker,Sales,Manager,09-04-2023,58530,Female,24,Bachelors
43779,Amanda Lopez,Marketing,Manager,20-03-2017,105589,Male,39,Masters
43780,Norma Lozano,Finance,Manager,09-12-2020,194942,Unknown,50,Bachelors
43781,Kelly Holmes,Finance,Analyst,17-10-2016,172737,Unknown,25,Bachelors
43782,Cameron Thompson,Sales,Intern,25-04-2023,121361,Unknown,24,PhD
43783,Caitlin Bell,Marketing,Manager,08-05-2017,30793,Unknown,33,Bachelors
43784,Kaitlin Smith,Operations,Executive,04-09-2018,111579,Male,22,Bachelors
43785,Robert Myers,Finance,Executive,26-01-2018,42193,Unknown,47,Bachelors
43786,Daniel Kane Jr.,Sales,Associate,21-12-2018,134844,Male,55,Bachelors
43787,Christopher Griffin,HR,Manager,30-09-2018,79375,Female,36,Bachelors
43788,Valerie Miller,IT,Intern,28-03-2021,58491,Unknown,52,Bachelors
43789,Brett Casey,Finance,Analyst,29-06-2023,66071,Male,36,Bachelors
43790,Aaron Gonzalez,Marketing,Associate,14-07-2022,70009,Female,35,Bachelors
43791,Alyssa Graham,Sales,Executive,29-03-2022,130839,Female,58,Bachelors
43792,Kevin Wallace,Sales,Associate,24-07-2017,49436,Unknown,43,Masters
43793,Yvonne Oliver,Sales,Executive,02-02-2023,73621,Female,40,PhD
43794,Ronald Graham,Marketing,Manager,15-01-2025,124151,Unknown,24,Bachelors
43795,Jessica Mason,Marketing,Associate,23-09-2022,174978,Male,60,Bachelors
43796,Joseph Ortega,Marketing,Executive,28-04-2022,196159,Female,41,Masters
43797,Katrina Williams,Finance,Manager,12-07-2018,30527,Unknown,36,Bachelors
43798,Kathleen Turner,Finance,Analyst,11-05-2022,54595,Male,58,Bachelors
43799,Kristen Parker,Sales,Associate,08-10-2018,130844,Female,42,Bachelors
43800,Steven Zamora,Finance,Associate,31-05-2023,168252,Unknown,31,Bachelors
43801,Shane James,Sales,Associate,21-04-2016,34800,Male,32,Bachelors
43802,Leslie Wallace,HR,Manager,08-07-2021,40534,Male,29,Masters
43803,Dennis Wade,HR,Analyst,02-09-2018,58004,Unknown,49,Masters
43804,Jonathan Clark,Operations,Associate,04-01-2016,168337,Male,55,Bachelors
43805,Marc Yang,Sales,Analyst,27-11-2021,63952,Unknown,28,PhD
43806,Samuel Shannon,Operations,Executive,21-05-2023,111579,Male,53,PhD
43807,Christine Thornton,Finance,Analyst,14-06-2023,130631,Unknown,38,Masters
43808,Michael Soto,Sales,Analyst,19-08-2021,196587,Male,54,Masters
43809,Michael Briggs,Marketing,Manager,16-08-2022,74051,Female,33,Bachelors
43810,Lauren Callahan,Sales,Executive,31-10-2018,193324,Male,60,PhD
43811,Deborah Yates,Sales,Associate,30-10-2015,35122,Unknown,55,Bachelors
43812,Michael Moody,Finance,Analyst,02-03-2022,44159,Female,45,PhD
43813,Brian Mack,Sales,Intern,19-07-2022,77476,Female,37,Masters
43814,Janet Hardy,Finance,Executive,12-05-2019,188827,Unknown,50,Masters
43815,Kimberly Cortez,Marketing,Manager,28-08-2016,99283,Male,32,Bachelors
43816,Susan Porter,IT,Manager,10-07-2016,62934,Male,36,Masters
43817,Curtis Smith,HR,Associate,26-03-2022,124094,Female,34,Bachelors
43818,Kathy Dyer,HR,Intern,20-08-2016,116049,Unknown,41,Bachelors
43819,Natalie Elliott,IT,Analyst,02-02-2022,158964,Female,34,PhD
43820,Paul Bass,Marketing,Analyst,08-02-2023,188260,Male,38,PhD
43821,Keith Rivas,IT,Executive,19-07-2019,64395,Male,52,Bachelors
43822,Mr. Eric Jensen,Sales,Intern,26-09-2024,107615,Unknown,25,Masters
43823,Gina Stone,Operations,Associate,04-12-2024,135922,Unknown,31,PhD
43824,Michelle Hall,IT,Associate,09-06-2020,71123,Unknown,22,PhD
43825,Sandra Jackson,Finance,Executive,24-06-2019,169016,Unknown,25,Bachelors
43826,Phillip Castro,Marketing,Analyst,08-12-2017,163732,Male,24,Bachelors
43827,Shelly Whitehead,Sales,Executive,29-11-2016,181269,Male,40,Masters
43828,Kristina Proctor,Sales,Analyst,10-11-2016,118377,Female,51,Bachelors
43829,Matthew Winters,Operations,Associate,29-03-2018,76444,Male,36,Bachelors
43830,Benjamin Jones,Sales,Manager,27-02-2022,89847,Male,37,Masters
43831,Andrea Green,IT,Manager,30-05-2016,173292,Unknown,55,Bachelors
43832,Teresa Graham,Sales,Analyst,08-05-2023,53400,Unknown,44,Bachelors
43833,Michael Smith,Sales,Intern,30-03-2022,55251,Male,46,Bachelors
43834,Michael Williams,Sales,Executive,17-12-2019,168585,Unknown,35,Bachelors
43835,Jessica Sweeney,Sales,Associate,29-12-2024,55511,Unknown,40,Masters
43836,Caitlin Roman,HR,Intern,29-05-2019,58514,Female,36,Masters
43837,Kayla Miller,Sales,Manager,15-11-2015,93924,Unknown,34,Bachelors
43838,Christina Wilson,HR,Manager,16-05-2017,115711,Female,39,Bachelors
43839,Mary Campbell,Sales,Executive,01-05-2020,45083,Unknown,52,Bachelors
43840,Chad Waller,HR,Associate,26-11-2022,158075,Unknown,46,Bachelors
43841,Matthew Rose,Sales,Intern,07-07-2024,57712,Female,33,Masters
43842,Bethany Schultz,Sales,Associate,04-10-2020,193324,Unknown,25,Masters
43843,Stephanie Schultz,Operations,Analyst,19-09-2020,185306,Female,57,Masters
43844,Daniel Davis,Sales,Executive,23-06-2016,193324,Unknown,56,Masters
43845,Lisa Nixon,IT,Intern,16-01-2017,173670,Female,54,Masters
43846,Kaitlyn Murphy,Marketing,Intern,21-04-2021,102379,Female,29,PhD
43847,Shelby Barnes,IT,Manager,17-06-2020,192303,Unknown,58,Bachelors
43848,Jacob Mccoy,Operations,Associate,11-11-2017,111579,Unknown,58,PhD
43849,Christina Grant,Sales,Associate,29-06-2025,191093,Unknown,35,PhD
43850,Angela Henderson DDS,Operations,Intern,15-06-2018,135694,Male,46,Bachelors
43851,Tracy Payne,IT,Manager,11-07-2024,38506,Male,59,PhD
43852,Victoria Stuart,Finance,Analyst,18-08-2023,122639,Unknown,45,Bachelors
43853,Thomas Bell,Operations,Associate,27-07-2018,80498,Male,55,Bachelors
43854,Nicole Blake,Marketing,Executive,12-03-2024,96926,Male,40,Bachelors
43855,Corey Miller,HR,Associate,02-06-2024,147116,Female,57,Masters
43856,Matthew Davis,Marketing,Analyst,20-01-2017,100854,Unknown,38,Bachelors
43857,Cynthia Larson,Marketing,Executive,03-07-2019,154955,Unknown,54,Bachelors
43858,Erin Holland,Operations,Manager,16-10-2023,101971,Female,52,Bachelors
43859,Catherine Cook,HR,Analyst,04-04-2016,66411,Female,41,Bachelors
43860,Tina Scott,Finance,Analyst,07-07-2024,66857,Unknown,35,Bachelors
43861,Jordan Wells,Sales,Intern,20-09-2016,74485,Male,51,PhD
43862,Wendy Wolf,Finance,Associate,14-08-2017,86766,Female,60,Bachelors
43863,Alicia Hill,Finance,Intern,06-03-2017,182865,Female,56,Masters
43864,Emma Myers,Marketing,Associate,19-12-2023,157517,Female,59,Bachelors
43865,Heather Cochran,Sales,Intern,23-09-2019,143571,Unknown,30,Masters
43866,Katherine Bradley,Sales,Associate,30-01-2019,142271,Unknown,59,Bachelors
43867,Rebecca Christensen,HR,Associate,20-09-2024,112262,Unknown,41,PhD
43868,Stanley Lane,Sales,Manager,21-08-2025,76422,Unknown,56,Bachelors
43869,Jonathan Cunningham,Marketing,Analyst,30-07-2021,59644,Male,28,Bachelors
43870,Dylan Wiggins,Marketing,Associate,13-07-2016,116662,Male,49,Bachelors
43871,Stephanie Baker,Sales,Associate,31-08-2021,168610,Male,55,PhD
43872,Steven Shaw,HR,Manager,14-02-2024,81798,Unknown,29,Masters
43873,Jeffrey Carter,IT,Associate,08-12-2023,173670,Male,47,PhD
43874,Amber Curtis,Sales,Associate,15-07-2016,70022,Male,30,Masters
43875,Brandon Yates,Operations,Manager,12-01-2021,80234,Unknown,27,Masters
43876,Zachary Lawrence,Finance,Manager,20-05-2017,139881,Male,60,Bachelors
43877,Anne Carter,IT,Manager,21-07-2016,75603,Male,36,Bachelors
43878,Robin Davidson,Finance,Executive,20-08-2016,48400,Female,51,Bachelors
43879,Christopher Briggs,Sales,Intern,21-05-2019,95314,Unknown,36,PhD
43880,Mary Benton,Operations,Manager,24-09-2023,161758,Male,58,Bachelors
43881,John West,Finance,Manager,29-07-2022,100503,Unknown,53,Bachelors
43882,Marc Baker,HR,Executive,05-04-2025,113416,Female,57,PhD
43883,Kenneth Hansen,Sales,Analyst,11-05-2022,106421,Female,27,Bachelors
43884,Jason Evans,HR,Executive,18-03-2022,151400,Female,30,Bachelors
43885,Emily Lewis,Sales,Manager,20-02-2019,72003,Female,22,Masters
43886,Joy Fields,Sales,Intern,12-09-2020,63668,Unknown,30,PhD
43887,Jamie Bonilla MD,HR,Manager,03-11-2017,31895,Female,27,Bachelors
43888,Kristy Graham,Marketing,Manager,04-01-2023,165713,Male,52,Masters
43889,Brittany Stewart,Sales,Manager,11-09-2025,82550,Female,52,Bachelors
43890,Vanessa Baker,Sales,Intern,24-03-2020,106547,Male,56,Masters
43891,Breanna Alvarez,HR,Intern,21-07-2018,116138,Unknown,25,Bachelors
43892,Debra Spencer,Sales,Executive,01-08-2019,130920,Unknown,39,Bachelors
43893,Jane Wade,Operations,Analyst,21-02-2016,93115,Female,51,PhD
43894,Michael Snyder,HR,Executive,30-03-2019,126446,Unknown,48,Bachelors
43895,Mary Wong,Finance,Executive,13-06-2017,189635,Male,52,Bachelors
43896,Kenneth Fields,Finance,Analyst,12-08-2023,180479,Female,49,Bachelors
43897,Tammy Bell,Marketing,Executive,01-04-2022,121826,Unknown,33,Masters
43898,Christopher Mason,Operations,Associate,08-09-2018,147851,Female,58,PhD
43899,Caroline Mcintyre,Sales,Analyst,23-03-2022,145464,Unknown,44,Masters
43900,Barbara Black,IT,Intern,16-03-2022,182638,Female,41,Bachelors
43901,Rebecca Kennedy,IT,Analyst,24-09-2021,180372,Unknown,27,PhD
43902,Anna Peterson,Marketing,Associate,20-09-2021,192118,Male,55,Bachelors
43903,Michael Williams,Operations,Manager,22-03-2018,80297,Female,40,Bachelors
43904,Mikayla Higgins,Marketing,Executive,21-12-2018,106538,Male,24,Masters
43905,Eric Todd,Sales,Intern,10-09-2017,108774,Female,47,Bachelors
43906,Mr. Christian Harris,Finance,Manager,16-04-2018,158291,Male,28,Masters
43907,Alicia Mcdonald,Finance,Associate,12-01-2017,141531,Female,37,Masters
43908,Elizabeth Schroeder,Sales,Executive,23-10-2016,106857,Female,60,Masters
43909,Jennifer Martin,Sales,Executive,13-04-2022,152907,Unknown,32,Masters
43910,Ricardo Bush,Marketing,Associate,05-10-2021,95922,Male,54,PhD
43911,Jacqueline Moore,Sales,Analyst,14-03-2017,151682,Female,51,Bachelors
43912,Jacqueline Benson,Marketing,Intern,15-03-2021,97261,Female,42,Bachelors
43913,Kathryn Day,IT,Analyst,10-09-2021,106747,Male,30,Masters
43914,Carlos Norman,Operations,Associate,01-10-2024,182768,Unknown,50,PhD
43915,Charles Coleman,HR,Associate,29-04-2018,91716,Unknown,29,PhD
43916,Samuel Smith,Sales,Intern,17-10-2022,95985,Male,39,Masters
43917,Emily Charles,Marketing,Intern,21-12-2022,120868,Female,28,Bachelors
43918,David Ferguson,Finance,Associate,28-02-2019,168790,Female,51,PhD
43919,Charles Hobbs,IT,Manager,24-08-2017,47884,Unknown,27,Bachelors
43920,James Ruiz,HR,Analyst,17-01-2016,66411,Male,48,PhD
43921,Maria Hawkins,Finance,Associate,20-10-2020,90147,Unknown,38,Masters
43922,Mr. Bradley Martinez,Operations,Intern,27-02-2022,111579,Female,28,Bachelors
43923,Robert Turner,HR,Analyst,27-07-2022,103503,Male,26,Bachelors
43924,John Burton,HR,Associate,03-06-2022,66411,Female,22,Masters
43925,Aaron Wood,Sales,Analyst,20-03-2023,123743,Female,41,Bachelors
43926,Zachary Rodriguez,Sales,Intern,31-03-2018,34679,Male,30,Masters
43927,Stephen Mcmahon,Sales,Analyst,19-11-2018,59831,Female,41,Bachelors
43928,Karen Mcbride,Sales,Analyst,01-01-2016,32445,Male,25,Masters
43929,Lori Alvarado,Operations,Executive,13-11-2017,61020,Female,48,Bachelors
43930,Jack Thompson,Operations,Intern,07-08-2019,179018,Unknown,60,Bachelors
43931,Daniel Woodard,HR,Intern,25-12-2024,161929,Male,34,PhD
43932,Keith Mitchell,HR,Executive,27-02-2024,41976,Unknown,35,Masters
43933,Kayla Hull,Operations,Analyst,17-02-2022,40170,Unknown,35,Masters
43934,George Rogers,Finance,Manager,21-10-2024,76289,Female,45,Bachelors
43935,Brian Taylor,Operations,Intern,17-07-2024,157247,Unknown,35,Bachelors
43936,Megan Mitchell,Sales,Executive,08-01-2017,98107,Unknown,41,Bachelors
43937,Erik Schultz,Sales,Executive,24-12-2022,120834,Unknown,23,Masters
43938,Mrs. Donna Galloway,HR,Associate,24-12-2016,40440,Unknown,59,Masters
43939,Brandon Pitts,Finance,Associate,19-05-2018,67245,Unknown,31,Bachelors
43940,Richard Alvarado,Sales,Intern,30-09-2019,62273,Female,41,PhD
43941,Jason Bell,Sales,Manager,25-11-2017,108189,Male,37,Bachelors
43942,Jeanette Meza,Finance,Intern,02-03-2024,99037,Male,42,Bachelors
43943,Gabrielle Mitchell,Finance,Executive,26-01-2023,110513,Unknown,24,Masters
43944,Sherry Peterson,Sales,Executive,17-08-2024,163186,Female,33,Bachelors
43945,Stephen Howell,Sales,Associate,07-07-2018,108261,Unknown,60,Bachelors
43946,Timothy Wolfe,Marketing,Executive,01-04-2020,31953,Unknown,60,PhD
43947,Laura Wright,IT,Analyst,18-01-2017,188577,Female,40,Bachelors
43948,Willie Rodriguez,Marketing,Analyst,30-04-2019,120868,Male,23,Bachelors
43949,John Wilkins,Sales,Intern,22-07-2023,95489,Unknown,25,PhD
43950,Lee Cox,Marketing,Associate,10-10-2023,98341,Female,49,Bachelors
43951,Adrian King,Sales,Intern,01-09-2018,146267,Unknown,52,PhD
43952,Dr. Dennis Martinez DDS,Operations,Associate,18-10-2022,195268,Female,60,Bachelors
43953,Troy Howard,Sales,Associate,05-09-2019,89936,Male,36,Bachelors
43954,Donald Stewart,Sales,Executive,19-09-2023,186901,Female,27,Masters
43955,Christopher Caldwell,Finance,Intern,11-03-2018,175387,Unknown,44,Masters
43956,John Kaiser,IT,Intern,13-04-2023,138599,Unknown,44,Bachelors
43957,Elizabeth Ruiz,Operations,Intern,18-05-2022,111579,Female,37,Masters
43958,Stephanie Jackson,Sales,Intern,05-08-2017,156891,Male,56,Bachelors
43959,Jessica Rodriguez,Sales,Associate,29-09-2022,36412,Female,47,PhD
43960,Destiny Baker,Sales,Executive,10-11-2024,193324,Unknown,49,Bachelors
